Point,Height,Height STD,Mean,Mean STD,Sigma,Sigma STD,FWHM,R^2,Stowed SNR,Silent SNR
0.0,2409.371263056871,144.49545206477745,1151.4799471994584,0.5810271992041279,8.430314222171111,0.5865551727171712,19.81123842210211,0.9009634878613032,38.5442534135137,89.50708895842399
1.0,167.55546348259108,4.792290524077691e+19,1089.1690241948352,1.1531566853961909e+17,1.2076395443798813,3.1470341780377868e+16,2.837952929292721,0.0,0.7784171565088064,2.590507637483475
2.0,83.18786740965437,45.89834701019527,1095.1391795605332,4.925610728880799,6.518748076211843,3.9332101740181384,15.319057979097831,0.99640178421222,0.9023346214768591,2.205269551567118
3.0,143.07052000947525,44.46182169253725,1095.2278903352158,6.576095639667317,18.323540572500775,6.57608964604173,43.06032034537682,0.2473622808203393,1.8857481961888747,2.6172498480376505
5.0,114.51755030167591,55.11767044313443,1081.5401521095635,10.304275626949934,18.536385023202865,10.303895656247644,43.56050480452674,0.29797129822616664,1.9808822190168842,2.185519196771083
6.0,197.27586755963958,26.64377472164485,1068.9429380595773,16.958049245871774,101.19185421899321,22.125086634937837,237.80085741463407,-0.04172522879998053,2.648387765942267,4.263623923697411
7.0,604.2291004674674,640.7146306825091,983.3522810002785,61.780613581994416,-41.54100484503936,68.67155455318195,-97.6213613858425,0.0,9.270770109294089,11.979064678886916
8.0,1102.3439337559537,144663633.62936568,1092.3992144924548,57107.741576505374,2.334354367636356,74125.44121759137,5.485732763945436,0.0,15.560520322411161,21.759172046618506
9.0,132.99543141844057,41.98923569961051,1095.5374816846675,7.529560099232501,20.65835844463139,7.529809777927138,48.54714234488377,0.7638947449661154,1.9668258964779795,2.0578812411286957
10.0,288.4788054676886,318.37306082478193,1089.0039639480685,31.365365432028618,24.628403937169754,31.364229317120593,57.87674925234892,0.4444350527139894,2.961807947697046,6.929039689584635
11.0,205.67701092798004,63.9938791607979,1079.073827823339,3.5898204539533163,9.98847448192763,3.586455873795945,23.472915032529933,0.8848388539464169,2.984785707249888,2.8986597302003467
12.0,325.5180879789941,74.88115727404806,1097.6279726630205,2.048791860842173,6.871541763419098,1.7388603311064323,16.14812314403488,0.9995781728055902,5.020749126363619,6.938303294670257
15.0,182.28336272584178,260.5860907056935,1073.5144331175495,72.02306149435974,43.62479401010849,72.04798581738672,102.51826592375495,0.3434007977643345,2.270358221647401,5.646672907130449
16.0,394.34990817037266,13409601.112374006,1090.8383649223833,13435.694750074883,2.589115336911651,26219.845210514446,6.08442104174238,0.0,4.223145265415716,9.662776306844213
17.0,207.77080456065016,106.19528205660666,1098.9326721986815,3.765321945101875,6.39541902740042,3.937252853216035,15.029234714390988,0.9996736221152873,2.477326541461805,2.941109585386142
18.0,180.8965155595814,64.02710293436618,1094.5961034829702,5.102791388782027,12.486515633255946,5.101978665352982,29.343311738151474,0.8175640958392016,2.1984807900362155,2.612517398507782
19.0,76.20020042489357,53.710229993766326,1072.4444927117734,12.398323744242562,15.220325840261497,12.39680905204654,35.76776572461452,0.18935531696643848,1.2328676363961277,1.4907036402291722
20.0,174.33157040030883,46.49233022708946,1104.4128342480653,7.231874273186588,23.483549542143614,7.232529477007285,55.186341424037494,0.3313913135244472,2.41035725975809,3.920064406882254
21.0,986.8330341011106,9896916.883934762,1091.5130217140602,86.13978407519657,2.7472165987033,9061.475232488308,6.455959006952756,0.9999243597571694,16.996324401177212,20.11296295703034
22.0,180.7901925098913,145.42544561865975,1080.0608845433542,5.022742080201938,6.109565800558004,6.134708612195629,14.357479631311309,0.8418317058094126,2.009341960904187,5.380447029925711
24.0,196.90531762162914,94.13555626718372,1087.5924269438933,5.23952156923597,4.98601138261344,3.0730147046269978,11.717126749141585,0.9999942009281363,2.2328005434453675,4.251557211048539
25.0,557.4604552966036,12843466.50891994,1081.6515672193877,2612.809320425918,2.66222127623925,18913.385382591656,6.256219999162237,0.9999997133548357,4.949126767836676,10.152797763699738
26.0,223.91664145973343,81.41126925288748,1104.798235064338,3.246985455252119,6.720233758917745,2.6712505288242503,15.792549333456702,0.9751470057178172,3.3354175191718674,4.114944176980175
27.0,171.9012748148544,468.7086103032882,1083.1127633604463,7.197948762829242,4.657828330347277,12.50631180480579,10.945896576316102,0.9999270241157494,2.3784578353694346,2.7327827924549126
28.0,307.39242737624835,120819232.61866589,1082.1074496935867,63789.492697099966,2.528941994244974,292899.7908351522,5.943013686475689,0.0,3.5286941967089316,5.473498538464944
30.0,524.3993955038969,2356909.968266899,1082.3434648301636,1575.7720579788017,2.7944971890127785,4317.482295521983,6.56706839418003,0.999999924273404,8.025481446353758,18.173303168660848
32.0,156.17529827930457,132.96236725306525,981.1033871722382,173.89504621949683,78.73545690623067,155.63890836394833,185.02832372964207,0.24579614271926709,1.9839882161876332,3.6212875217185125
33.0,1147.4994716684782,39809494.564763024,1100.5278826793674,11792.127147340903,2.4752707723042424,23070.065736496916,5.81688631491497,0.0,16.751193650937303,17.169166581332792
35.0,158.49269987078299,64.7410362186309,1094.096478217221,5.735360494423649,12.15510009048563,5.734370376954772,28.564485212641234,0.3965156607434498,1.9977790772554818,1.8503245828331099
36.0,124.43244500331673,27.83840975993215,987.1767074613101,72.28219444106723,108.59717448182685,62.50131506276247,255.20336003229312,0.0697168638119291,1.447517637369008,2.0074586004730057
37.0,226.8431372476367,85.53265104097906,1089.963156369437,3.602078020597542,8.404915924935105,3.712616584637163,19.7515524235975,0.9965219627628839,2.521843470729708,4.106028802462224
38.0,673.5060517807118,22172539.631766792,1091.383103635742,2345.679148542578,2.643003708246976,26455.817689456846,6.2110587143803935,0.9999994523210729,12.485794095222406,15.414364587047174
39.0,243.63910646216277,153.42376489620935,1084.117972544075,4.395081097978908,5.898317059817124,4.551825035287886,13.861045090570242,0.9940611664009588,3.2628364172421427,3.8774398855933905
40.0,1482.215074315249,34267973.56510478,1091.9873338079722,6405.591298568102,2.5460620895536374,16705.366469297795,5.983245910451048,0.0,16.72923433960481,31.02699217551395
42.0,69.49029929881925,21.4320118812758,1051.4376433697596,42.28222891394207,101.06308240506705,52.76787870195887,237.4982436519076,0.021479870961924385,0.9967808305708373,1.1717333227251456
43.0,210.07049479323624,94.90341445928256,1082.4890134573614,6.6433870952799445,12.732274046312417,6.645254554044122,29.92084400883418,0.5540104118608721,2.7439108081664845,3.2624414645041324
44.0,183.04604947383885,48.486705366568025,1106.505751806138,8.687222483236424,28.407735758198637,8.687721360367533,66.7581790317668,0.40287945338477105,2.747495344555223,2.560537131009801
45.0,574.1921570521138,25650774.838800184,1082.5000575406225,16637.612788324743,2.511043511592409,31334.252146479572,5.900952252242161,0.0,7.635171805917299,6.2235576524333025
46.0,1379.803017281944,314885847.19524676,1091.982028851797,54695.14293304466,2.3962288490359938,135948.18238823122,5.631137795234586,0.0,21.646810586095153,19.64100208794099
47.0,142.96201201017365,137.03970456033514,1079.193567251134,7.123024803684819,5.354350057488463,6.362780208666671,12.58272263509789,0.9990731306715279,1.5479153476187102,2.5766515507986423
48.0,1180.000126428992,18279480.94864234,1092.0098305320766,4675.325413508327,2.5934941630902166,11867.601999082946,6.09471128326201,0.0,14.081281828720709,16.857050249380894
49.0,758.0206189920976,6048836.911458299,1092.0776507527448,2997.7223215147606,2.7227512729325456,7056.713261370707,6.398465491391482,0.9999999976371209,7.365573378146675,13.94901147441951
50.0,244.4672279487608,98.8676959548628,1095.6549964909402,3.8186161612946887,7.683922712706404,3.4303158506401443,18.05721837486005,0.8880226280195239,2.896029437756234,3.023426404436436
51.0,244.6071434913332,120.37462145717028,1085.6001723873442,5.417507921575437,4.817388096321989,3.186026255848126,11.320862026356675,0.9999899861634535,3.3225523022684267,3.5377122024971936
52.0,333.51218792674865,120.29308468079343,1105.4742982369658,3.3211867365493815,-6.669158732956276,2.5622568864188455,-15.672523022447248,0.0,4.286173084673622,6.53545044859731
53.0,803.2733940887415,18694701.296923403,1072.728687660536,7601.930556912422,2.563131421900677,17244.665501361225,6.023358841466591,0.0,7.92712056906701,13.894233859052234
56.0,109.2679747244422,25.81134299377797,1049.6734010804246,33.63148933297418,102.68562307486299,42.03973317773642,241.31121422592804,-0.016735509764900902,1.2090664761816134,1.4737155207106971
57.0,230.88192873365688,8.435165733451178e+17,1085.2206759459575,3940699098033904.0,1.3777354867258087,802468480756522.5,3.2376783938056506,0.0,2.594906616267538,3.409214210601393
58.0,116.93932896406173,48.2081567414892,1110.0875596158617,12.240447709621593,25.716308722662724,12.240882402394233,60.4333254982574,-0.02242132625699611,1.2447240235606203,2.2550396184074897
59.0,168.2402751754535,62.866321231314444,1093.6738917362438,8.533057457264869,19.782140044767356,8.533140341811906,46.48802910520329,0.1588097179782858,1.8979884658124204,1.9681821691976882
60.0,212.27665119788318,99.3676275172578,1092.543998069257,6.524405773129828,12.073067925750186,6.523596288729054,28.37170962551294,0.08249483734929552,2.85836188906832,6.064782511495207
61.0,45.079205259314485,17.377812302137883,1004.3665824888636,291.1707035053643,190.81879592680656,354.3793952508308,448.4241704279954,-0.07325316908596191,0.47079118902433914,0.6519627098345893
62.0,754.5813127733933,84569127.90718582,1082.124342020754,17960.748611457966,2.5298133331226533,78440.8597112173,5.945061332838235,0.0,10.792636956796231,9.617008435775467
64.0,217.91799069139498,60.77494268061561,1097.6859204473956,8.346619988306104,25.922765128483487,8.347167208896217,60.9184980519362,0.38694439103662315,2.6815528570354394,2.9534213384262835
65.0,767.486103430661,6837588.579064526,1081.6002177516789,1371.221524327505,2.7406212777368424,7983.265913640648,6.44046000268158,0.9999998302007304,9.594973942209215,12.141790785220563
66.0,-68.71130398283545,inf,1085.6516636625422,inf,-1.1276349538337136,inf,-2.6499421415092272,0.0,-0.6659661278117852,-0.9491641400771781
67.0,161.99900491316782,25.37335949159938,1103.9121662699638,6.697366849212692,37.03682747521594,6.6977624720695585,87.03654456675746,0.40906428789547444,2.3479020296077904,3.189487074535009
68.0,212.12278589748527,56.164148327781156,1087.2980749214148,3.0472724668550764,9.940418672055655,3.0311399753817128,23.35998387933079,0.7478853843731068,1.9476260602774291,2.9068132121618016
69.0,1357.3156600598556,2050564225.3376691,1081.9588518250987,86713.99439627603,2.3266768134415714,814502.9861363245,5.467690511587693,0.0,16.89724496029808,29.616214664456834
70.0,1656.5859473477406,157992268.39659122,1082.5817899636554,37401.91276546607,2.413962383837448,60239.90484835248,5.672811602018004,0.0,18.411057381076507,0.8929589734035247
72.0,204.35184595707176,7371232913.771222,1085.8223916717352,97413913.09197266,1.556892531305635,19803226.68576309,3.658697448568242,0.0,1.718294554062248,3.166692691523943
73.0,234.45150413452808,81.63536774687368,1090.4740997732506,5.552285660277093,13.809326781292896,5.551831894293917,32.451917936038306,0.29825554471199023,2.54688734830653,3.204093651794558
74.0,215.82645338360342,71.78565531269885,1087.8442732416386,6.3415631778828345,16.5064105331079,6.34166615452239,38.790064752803566,0.5307023650300715,1.855340860628435,3.487968068823307
75.0,-113.51002819666651,452465763.68855566,1077.3888617294579,23343675.22131592,-1.443583195816349,4330481.067614948,-3.3924205101684204,0.0,-1.296148925657483,-2.2946277689903822
76.0,99.05555408658066,77.84071927066813,1087.8890320519342,7.35469366783874,5.6144175430969225,5.125201884147552,13.19388122627777,0.9949073107019193,1.265325776619584,2.1128305041488264
77.0,193.940930994583,78.3339946867115,1073.0204147340253,3.9492328862736628,8.628331922257825,4.095660165913115,20.27658001730589,0.39152302000753625,2.422884078655506,3.0882067872516905
78.0,-120.3628572911641,83.57175318360383,1066.7973285057237,9.309309904597855,11.614961501512031,9.307631708701638,27.295159528553274,0.3692767106905219,-0.9833141174303589,-1.3466638163925577
79.0,70.29589547337655,33.526381902614304,1036.5053153363565,31.15662193997523,55.97985973708308,33.11087463121896,131.55267038214524,0.0925342019720381,0.9022021357755692,0.8637005574558617
80.0,144.1030387938198,131.81931226307154,1080.2287544073372,6.973597713258326,7.097720203533734,7.879255390668098,16.679642478304274,0.3426872923149653,1.2868466959505276,1.980835699517977
81.0,114.97239285999778,40.1896859449611,1049.0914450132316,18.818295802517984,46.67318926637232,19.010933735641512,109.68199477597496,0.11723538726664418,1.1210680629688323,1.9531477549853218
82.0,158.70117237333008,69.62437762099299,1077.5512744082616,4.23355850572659,7.987078270839457,3.902386410559708,18.769633936472726,0.725338287720941,1.6421875455828772,1.8818217086371274
83.0,172.81136377465586,inf,1076.3189767059775,inf,0.5952386097464079,inf,1.3988107329040584,0.0,1.380658383826258,2.288149737025043
84.0,283.03813868423055,123.53407569394238,1090.3304739585797,2.503527882184866,6.37238610882954,3.537640062079468,14.975107355749419,0.988300026098799,3.630762561306317,3.6742716185016864
85.0,198.52377278407363,116.2672391803513,1086.4671712615993,5.568682725523228,7.713102662206297,4.970410461592945,18.125791256184797,0.43650883785043504,1.8499111056268704,2.1047270867901586
86.0,62.46060516435947,35.27756141651603,1123.9433599486508,23.373897885396957,-35.837702361815936,23.38453210386067,-84.21860055026745,0.0,0.5465846771793242,1.0931463599552897
87.0,471.12397873207954,18994497.284466486,1082.5420178041848,16817.096961445215,2.5657455886269513,30414.246300211726,6.029502133273336,0.0,5.529777322910628,4.949540905425118
88.0,448.1045468918682,101.94382720208992,1177.6102704015154,89.67149700227986,126.89912602346884,82.7458538997596,298.21294615515177,0.004645168619681672,5.289448484074534,8.063611480621946
89.0,171.9343927096331,48.663364326214534,1099.9326301523931,4.724998361484721,14.458246128784232,4.724985632535736,33.976878402642946,0.7340205520931398,1.448363520989439,3.1891534653252798
90.0,486.33807707897756,38986958.0303009,1082.7168426735118,38480.676657087206,2.4591950974482715,53539.55107360537,5.779108479003439,0.0,3.8477370458510856,10.425712879292341
91.0,99.62755058489614,66.75752737965041,1068.1413555911765,6.144950646095551,7.032356176774458,5.1039648782071785,16.526037015419977,0.9934392531495805,0.7020738036501435,2.2121582273737634
92.0,172.7312928297041,57.572669952261116,1092.8757006622145,9.503176716184134,24.690643119392934,9.503318016447995,58.0230113305734,0.3618847577028145,1.324605001178033,2.7386132866175372
93.0,155.9339992822969,37.55586187120468,1097.0994499764877,13.945160875074988,50.160827790931585,13.986404281937054,117.87794530868923,0.2789539656549421,1.1329661532962212,1.5438584227740515
94.0,812.4898302669855,8378347.200168019,1081.5614458995185,1857.0343037118712,2.7423135897633117,9282.400318082255,6.4444369359437825,0.9999998014851733,7.319132269937604,14.183694599706724
95.0,861.81396465567,37069038.634999745,1092.6338680064744,26470.423113364013,2.436340400653702,28411.520437008105,5.7253999415362005,0.0,10.449297513145703,13.508533041781638
96.0,887.919759457728,109946259.41151144,1091.8964154001076,26374.86265780414,2.4742958672587867,82134.75053861403,5.814595288058149,0.0,12.72882482565434,13.351625289770665
97.0,843.025288586846,16578280.322367435,1081.59428835596,2943.867560298836,2.6680605962377673,16273.488253248772,6.269942401158754,0.9999998113579878,8.945553950138601,10.88903880965158
98.0,543.7600547112087,112248331.04293352,1091.1051973794786,43767.33014358264,2.4842332260895033,137563.76780662374,5.837948081310333,0.0,5.0321590839971435,8.066328208716733
99.0,1020.2074330230552,112104856.06910111,1091.0834304585796,24224.55641381372,2.4549022414995,71228.78977634112,5.769020267523826,0.0,11.795018078677133,16.420722841106507
